stage,drug,target
early,verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
early,retinol,ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG
early,dexamethasone,NR3C1
early,apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
early,m-chlorophenylbiguanide,HTR3A|HTR3B
early,edoxaban,F10|CYP3A5
early,methimazole,TPO
early,honokiol,ALOX5|PTGS1|PTGS2
early,dicycloverine,CHRM1|CHRM2|CHRM3
early,dexamethasone,NR3C1
early,aminoglutethimide,CYP19A1|CYP11A1|NR3C1
early,capecitabine,TYMS|DPYD
early,aminoguanidine,NOS2
early,indapamide,SLC12A3|KCNQ1|CA7|KCNE1
early,mefenamic-acid,PTGS2|PTGS1|KCNQ1|TRPM3
early,ritonavir,CYP3A4|CYP1A2|CYP2B6|CYP2C19|CYP3A5|CYP3A7|CYP2C8|CYP2C9|CYP2D6|CYP2E1
early,rofecoxib,PTGS2|CYP3A4|ELN
early,retinol,ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG
early,nomegestrol-acetate,PGR
early,nisoldipine,CACNA1C|CACNA1D|CACNA1S|CYP3A5|CACNA1F|CACNA2D1|CACNB2
early,resminostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8
early,zatebradine,HCN1|HCN2|HCN3|HCN4
early,anisomycin,RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1|SNU13
early,cutamesine,SIGMAR1
early,reboxetine,SLC6A2
early,alectinib,ALK|MET
early,ethylestrenol,AR
early,atorvastatin,HMGCR|DPP4|CYP3A5|FASLG|AHR
early,safinamide,MAOB|SLC6A3
early,zacopride,HTR3A|HTR4|HTR3B|HTR5A
early,mesoridazine,DRD2|HTR2A
early,tolcapone,COMT|TTR
early,dosulepin,SLC6A2|SLC6A4|CYP2C19|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1
early,mirtazapine,ADRA2A|HTR2A|HTR2C|ADRA2C|HTR3A|ADRA2B|ADRA1A|ADRA1B|ADRA1D|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD5|HRH1|HRH3|HTR2B|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4
early,bitopertin,SLC6A9|SLC6A5
early,fenoterol,ADRB2|ADRB1|ADRB3
early,oxprenolol,ADRB1|ADRB2
early,canagliflozin,SLC5A2|SLC5A1|CYP2B6|CYP2C8
early,methantheline,CHRM1|HRH2
early,ethoprop,ACHE
early,trifluridine,TYMS
early,phenethyl-isothiocyanate,CYP2E1
early,betulinic-acid,GPBAR1|CASP3|CASP8|TOP1
early,dimethyl-fumarate,KEAP1|NFE2L2
early,verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
early,aminocaproic-acid,PLG|PLAT|LPA
early,metolazone,SLC12A3|CA2|CA7
early,bendroflumethiazide,SLC12A3|CA1|CA2|CA4|KCNMA1|SLC12A1
early,pyrrolidine-dithiocarbamate,HSD11B1|RELA
early,rosmarinic-acid,MCL1|TYR
early,ecopipam,DRD1|DRD5
early,niacin,HCAR2|HCAR3|DGAT2|HCAR1|NNMT|QPRT
early,vicriviroc,CCR5
early,adiphenine,CHRNA1
early,acarbose,GAA|MGAM|AMY2A|SI
early,mirodenafil,PDE5A
early,propantheline,CHRM1|CHRM2|CHRM3|CHRM4
early,sulfinpyrazone,ABCC1|SLC22A12|ABCC2|FPR1
early,metamizole,PTGS1
early,sapropterin,PAH|TH|DBH|NOS3|TPH1
early,vicriviroc,CCR5
early,isoreserpine,SLC18A2|SLC18A1
early,alitretinoin,RARG|RARA|RARB|RXRA|RXRG|RXRB
early,erythromycin,MLNR
early,dovitinib,FGFR1|FLT1|KDR|EGFR|FGFR3|FLT3|FLT4|KIT|PDGFRB|CSF1R|FGFR2|INSR|PDGFRA
early,tandutinib,FLT3|KIT|PDGFRA|PDGFRB|CSF1R|PDGFD
early,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
early,skatole,CYP2F1
early,prazosin,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CDK1|KCNH2|KCNH6|KCNH7
early,spiperone,DRD2|ADRA1A|DRD3|DRD4|HTR1A|HTR2A|HTR7|ADRA1B|ADRA1D|DRD1|DRD5|HTR1D|HTR2B|HTR2C|HTR6
early,quinethazone,SLC12A3|CA1|CA2|SLC12A1|SLC12A2
early,clebopride,DRD2|ACHE
early,fatostatin,SREBF1|SREBF2
early,nandrolone,NISCH|AR|CYP19A1|MAOA|MAOB
early,guggulsterone,NR1H4|PGR|AR|NR3C1|NR3C2
early,dacinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,ranolazine,SCN5A|SCN9A|SLC22A2|SCN10A|SCN4A
early,methysergide,HTR2C|HTR1B|HTR1E|HTR1F|HTR2A|HTR2B|HTR7|HTR1A|HTR1D|HTR5A|HTR6
early,fraxidin,CA12
early,fenofibrate,PPARA|APOA1|CYP2C19|CYP2C8|MMP25
early,benzamil,PKD2L1|SCNN1A|SCNN1B|SCNN1G|ASIC1|SCNN1D|SLC8A1
early,thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2
early,rifampicin,NR1I2|ABCB1|CYP2B6|CYP2C19|CYP2C8|CYP3A4|CYP3A5|SLCO1A2|SLCO1B1|SLCO1B3
early,memantine,GRIN1|CYP2E1|CHRFAM7A|DRD2|GRIN2A|GRIN2B|GRIN3A|HTR3A
early,everolimus,MTOR|CYP3A5|FKBP1A
early,xamoterol,ADRB1
early,withaferin-a,IKBKB|NAMPT
early,hexachlorophene,ENPP2|GLUD1|SDHD
early,etoposide,TOP2A|TOP2B|CYP2E1|CYP3A5
early,farnesol,MAOB
early,fulvestrant,ESR1|EPHX2|ESR2|GPER1
early,tacedinaline,HDAC1
early,amlexanox,FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
early,hydroxyurea,RRM1|RRM2|RRM2B
early,tolbutamide,ABCC8|KCNJ11|CYP2B6|CYP2C19|CYP2C8|KCNJ1|KCNJ8
early,acexamic-acid,GAST|SRD5A1
early,rizatriptan,HTR1D|HTR1B|HTR1F|HTR1A|HTR1E
early,exemestane,CYP19A1
early,mesulergine,HTR2A|HTR2C|HTR7|HTR2B|HTR3A|HTR3B|HTR6
early,indobufen,PTGS1|PTGS2
early,doxazosin,ADRA1D|ADRA1A|ADRA1B|CYP2C19|KCNH2|KCNH6|KCNH7
early,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
early,ketanserin,HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2B|HTR5A|HTR7|SLC18A1|SLC18A2
early,erteberel,ESR2|ESR1
early,nicergoline,ADRA1A
early,thiothixene,HTR2A|DRD1|DRD2|HRH1
early,veliparib,PARP1|PARP2
early,verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
early,tesaglitazar,PPARA|PPARG|INS
early,ranolazine,SCN5A|SCN9A|SLC22A2|SCN10A|SCN4A
early,talazoparib,PARP2|PARP1
early,darifenacin,CHRM3|CHRM1|CHRM2|CHRM4|CHRM5
early,dexamethasone,NR3C1
early,travoprost,PTGFR
early,cyclophosphamide,CYP2B6|CYP2C19|CYP3A5|BCL2|LGALS1|CYP2A6|CYP2C18|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A7
early,betahistine,HRH3|HRH1
early,zaldaride,CALM1
early,genz-644282,TOP1
early,everolimus,MTOR|CYP3A5|FKBP1A
early,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
early,bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1
early,phenolphthalein,UGT1A9
early,daunorubicin,TOP2A|TOP2B
early,purmorphamine,SMO|DHH|IHH|PTCH1
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,adarotene,RARG|RARA|RARB
early,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
early,asenapine,DRD2|HTR2A|DRD1|HRH1|HTR1A|HTR1B|ADRA1A|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD3|DRD4|HRH2|HTR1D|HTR1E|HTR2B|HTR2C|HTR5A|HTR6|HTR7
early,digitoxigenin,ATP1A1
early,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
early,digitoxigenin,ATP1A1
early,gemcitabine,RRM1|CMPK1|RRM2|TYMS
early,dinoprostone,PTGER2|PTGER1|PTGER3|PTGER4|CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGFR|TBXA2R
early,lapatinib,EGFR|ERBB2|CYP3A5
early,ryuvidine,CDK4|CDK2
early,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
early,lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
early,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
early,strophanthidin,ATP1A1
early,salermide,SIRT1|SIRT2
early,withaferin-a,IKBKB|NAMPT
early,calmidazolium,ATP2B1|PDE1A
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,mepivacaine,SCN9A|SCN10A
early,bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1
early,digitoxigenin,ATP1A1
early,altrenogest,PGR
early,pyrvinium-pamoate,AR
early,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
early,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
early,meisoindigo,STAT3
early,valrubicin,TOP2A
early,dexketoprofen,PTGS2|PTGS1
early,tolmetin,PTGS2|PTGS1
early,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
early,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,calcitriol,VDR|CYP3A5
early,cinobufagin,ATP1A1
early,gemcitabine,RRM1|CMPK1|RRM2|TYMS
early,doxorubicin,TOP2A
early,beclomethasone-dipropionate,NR3C1|CYP3A5|ADGRG3
early,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
early,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
early,clomifene,ESR1|AR
early,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
early,niclosamide,STAT3
early,strophanthidin,ATP1A1
early,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
early,teniposide,TOP2A|CYP3A5|TOP2B
early,tacedinaline,HDAC1
early,cerivastatin,HMGCR
early,sonidegib,SMO
early,strophanthidin,ATP1A1
early,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
early,canertinib,EGFR|ERBB2|ERBB4|AKT1
early,bisbenzimide,TOP1
early,importazole,KPNB1
early,irinotecan,TOP1|CYP3A5|TOP1MT
early,delanzomib,CMA1|CTSG|CYP3A4|ELANE
early,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,calmidazolium,ATP2B1|PDE1A
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,ryuvidine,CDK4|CDK2
early,penfluridol,DRD1|DRD2|CACNA1G
early,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
late,birinapant,BIRC2|XIAP|BIRC3
late,asenapine,DRD2|HTR2A|DRD1|HRH1|HTR1A|HTR1B|ADRA1A|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD3|DRD4|HRH2|HTR1D|HTR1E|HTR2B|HTR2C|HTR5A|HTR6|HTR7
late,probenecid,SLC22A6|SLC22A11|SLC22A8|ABCC1|TRPV2|PANX1|SLCO1C1
late,idarubicin,TOP2A
late,sonidegib,SMO
late,bisbenzimide,TOP1
late,masoprocol,ALOX5|IGF1R
late,niclosamide,STAT3
late,hydroxyfasudil,ROCK1|ROCK2|PKIA|PRKACA
late,withaferin-a,IKBKB|NAMPT
late,mitoxantrone,TOP2A|PIM1
late,hesperidin,CACNA1B
late,withaferin-a,IKBKB|NAMPT
late,meisoindigo,STAT3
late,pyrvinium-pamoate,AR
late,ryuvidine,CDK4|CDK2
late,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
late,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
late,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
late,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
late,digitoxigenin,ATP1A1
late,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
late,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,altrenogest,PGR
late,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
late,clomifene,ESR1|AR
late,quinidine,SCN5A|ABCB1|CYP2D6|KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SLC29A4
late,fluvastatin,HMGCR|CYP2C8
late,ryuvidine,CDK4|CDK2
late,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
late,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
late,bisbenzimide,TOP1
late,daunorubicin,TOP2A|TOP2B
late,everolimus,MTOR|CYP3A5|FKBP1A
late,genz-644282,TOP1
late,lylamine,CNR1
late,ritonavir,CYP3A4|CYP1A2|CYP2B6|CYP2C19|CYP3A5|CYP3A7|CYP2C8|CYP2C9|CYP2D6|CYP2E1
late,calmidazolium,ATP2B1|PDE1A
late,taselisib,PIK3CA|PIK3CB|PIK3CD|PIK3CG
late,cinobufagin,ATP1A1
late,digitoxin,ATP1A1
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,valrubicin,TOP2A
late,halcinonide,NR3C1
late,bisbenzimide,TOP1
late,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,penfluridol,DRD1|DRD2|CACNA1G
late,bisoprolol,ADRB1|ADRB2
late,gemcitabine,RRM1|CMPK1|RRM2|TYMS
late,adarotene,RARG|RARA|RARB
late,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
late,lapatinib,EGFR|ERBB2|CYP3A5
late,oxibendazole,TUBB|TUBB4B
late,deferasirox,CYP2C19|CYP2C8|CYP3A4
late,salermide,SIRT1|SIRT2
late,tacedinaline,HDAC1
late,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
late,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
late,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
late,cinaciguat,GUCY1B3|GUCY1A3
late,lonafarnib,FNTA|HRAS|KRAS|NRAS
late,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
late,propentofylline,ACHE|PDE1A
late,methylene-blue,ACHE|MAPT
late,cerulenin,FASN
late,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
late,carbacyclin,PTGIR|PPARD
late,idalopirdine,HTR6
late,perhexiline,CPT1A|CPT2
late,alda-1,ALDH2
late,importazole,KPNB1
late,tramiprosate,APP
late,vindesine,TUBB|TUBB1
late,sonidegib,SMO
late,triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D
late,bufalin,ATP1A1
late,amygdalin,CASP3
late,sotrastaurin,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH
late,proscillaridin,ATP1A1
late,synephrine,ADRA1A
late,apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
late,tacedinaline,HDAC1
late,strophanthidin,ATP1A1
late,dydrogesterone,PGR
late,tretinoin,RARG|RORB|RARA|RARB|ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARRES1|RORC|RXRB|RXRG
late,strychnine,GLRA1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA2|GLRA3|GLRB
late,molindone,DRD2|HTR2A|DRD5|CHRM1|HRH1|HTR1A
late,strophanthidin,ATP1A1
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,doxycycline,MMP8|MMP1
late,pranlukast,CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
late,cinobufagin,ATP1A1
late,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
late,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
late,hydrocortisone-phosphate,ANXA1|NOS2|NR3C1
late,ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3
late,verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
late,cerivastatin,HMGCR
late,vincamine,CHRM1|CHRM2|CHRM3|CHRM4
late,ivachtin,CASP3
late,immepip,HRH3|HRH4
late,varespladib,PLA2G2A|PLA2G2D
late,mitotane,CYP11B1|CYP11A1|CYP3A4|ESR1|FDX1
late,emedastine,HRH1
late,tranylcypromine,MAOA|MAOB|KDM1A|CYP2A6
late,gitoxigenin,ATP1A1
late,ecopipam,DRD1|DRD5
late,oxybuprocaine,SCN10A
late,bicalutamide,AR|CYP2C19
late,fluconazole,CYP3A5|CYP3A7|CYP51A1
late,alprenolol,ADRB1|ADRB2|HTR1A
late,etomoxir,CPT1A|CPT1B
late,capecitabine,TYMS|DPYD
late,bitopertin,SLC6A9|SLC6A5
late,necrostatin-1,IDO1|KRR1|RIPK1
late,fluspirilene,DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,flupirtine,KCNQ2|KCNQ3|ADRA2A|KCNQ1
late,fasudil,ROCK1|ROCK2|PKIA|PRKACA
late,vinpocetine,PDE1A|SCN10A|PDE1C
late,acipimox,HCAR2
late,gemfibrozil,PPARA|CYP2C8|LPL|SLCO1B1|SLCO1B3|SLCO2B1
late,pentoxifylline,TNF|ADORA2A|PDE4A|PDE4B|PDE5A|ACHE|CHIA|ADORA1|ADORA2B|ADRA2B|NT5E|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4C|PDE4D|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A
late,nelarabine,ADA|POLA1
late,buparlisib,PIK3CA|PIK3CG
late,methimazole,TPO
late,enalapril,ACE
late,dacomitinib,EGFR|ERBB2|ERBB4
late,levocetirizine,HRH1|CXCL8
late,estramustine-phosphate,ESR1|ESR2|MAP1A|MAP2
late,estrone,ESR1|ESR2
late,vicriviroc,CCR5
late,tolperisone,CYP2C19|CYP2B6|CYP2D6
late,bucladesine,PRKACA
late,diclofenamide,CA1|CA2|CA4|CA12|CA7
late,cimetidine,HRH2|SLC29A4|SLC47A1|SLC47A2
late,betazole,HRH2
late,tasquinimod,HDAC4|S100A9
late,nomegestrol-acetate,PGR
late,pindolol,ADRB1|ADRB2|HTR1A|HTR1B|HTR2A|HTR2B
late,amthamine,HRH2
late,zolmitriptan,HTR1B|HTR1D|HTR1A|HTR1F|HTR1E
late,deflazacort,NR3C1
late,diphenyleneiodonium,ALDH1A2|ALDH2|ALDH5A1|ALDH7A1|NOX3|XDH|NOS2|NOS3
late,fraxidin,CA12
late,darifenacin,CHRM3|CHRM1|CHRM2|CHRM4|CHRM5
late,tenidap,ALOX5|KCNJ4|PTGS1
late,galantamine,ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG
late,preladenant,ADORA2A|ADORA1|ADORA2B|ADORA3
late,mepyramine,HRH1
late,ropivacaine,SCN9A|SCN10A
late,mesulergine,HTR2A|HTR2C|HTR7|HTR2B|HTR3A|HTR3B|HTR6
late,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
late,methimazole,TPO
late,birinapant,BIRC2|XIAP|BIRC3
late,fluvastatin,HMGCR|CYP2C8
late,niclosamide,STAT3
late,mitoxantrone,TOP2A|PIM1
late,withaferin-a,IKBKB|NAMPT
late,hesperidin,CACNA1B
late,masoprocol,ALOX5|IGF1R
late,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
late,lylamine,CNR1
late,idarubicin,TOP2A
late,taselisib,PIK3CA|PIK3CB|PIK3CD|PIK3CG
late,oxibendazole,TUBB|TUBB4B
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,gemcitabine,RRM1|CMPK1|RRM2|TYMS
late,pyrvinium-pamoate,AR
late,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
late,cinobufagin,ATP1A1
late,ryuvidine,CDK4|CDK2
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,altrenogest,PGR
late,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
late,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
late,lonafarnib,FNTA|HRAS|KRAS|NRAS
late,tacedinaline,HDAC1
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,cerivastatin,HMGCR
late,sonidegib,SMO
late,bisbenzimide,TOP1
late,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
late,meisoindigo,STAT3
late,withaferin-a,IKBKB|NAMPT
late,halcinonide,NR3C1
late,methylene-blue,ACHE|MAPT
late,digitoxin,ATP1A1
late,daunorubicin,TOP2A|TOP2B
late,bisbenzimide,TOP1
late,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
late,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
late,cerulenin,FASN
late,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
late,penfluridol,DRD1|DRD2|CACNA1G
